Date,b0,b1,b2,b3,t1,t2
2004-01-20,5.76915,-3.91319,-2.11174,-0.97427,2.03688,2.14135
2004-01-21,5.772,-3.7225,-1.96765,-1.05007,2.52795,0.70387
2004-01-22,5.92025,-3.78952,-0.78973,-1.43296,3.70112,0.82098
2004-01-23,5.90281,-3.66555,-1.47639,-1.70435,3.24593,0.6285
2004-01-26,5.73001,-3.82939,-2.32156,-1.05306,1.95141,1.83038
2004-01-27,5.72779,-3.8193,-1.52456,-1.07454,2.28425,1.48548
2004-01-28,5.72849,-3.82031,-2.29746,-1.3371,1.7996,2.053
2004-01-29,6.01682,-4.11721,0.35646,-0.63467,4.58957,0.90177
2004-01-30,5.77337,-3.86489,-0.73527,-1.67105,2.25668,1.67291
2004-02-02,5.7321,-3.81754,-1.69734,-0.85664,2.17424,1.55333
2004-02-03,5.72608,-3.79433,-1.54159,-1.07641,2.26928,1.35497
2004-02-04,5.72634,-3.80507,-1.07776,-2.328,1.84379,1.77954
2004-02-05,5.71988,-3.8016200000000002,-1.52413,-1.07494,2.26616,1.31618
2004-02-06,5.67379,-3.73192,-3.16993,-0.10608,1.8153,1.1834
2004-02-09,5.77122,-3.70981,-1.56387,-1.24601,2.69017,0.82343
2004-02-10,5.68565,-3.75605,-1.41901,-1.26117,2.38839,1.30071
2004-02-11,5.8969,-3.8639,-0.83092,-1.18609,3.40106,0.81637
2004-02-12,5.69768,-3.74987,-1.42253,-1.29429,2.40865,1.29523
2004-02-13,5.68794,-3.73541,-1.72656,-1.76439,2,1.53349
2004-02-16,5.85012,-4.15359,-2.46133,2.2134,2.48375,0.01496
2004-02-17,5.83767,-3.75675,-1.77722,-1.35634,2.83919,0.77475
2004-02-18,5.70361,-3.8092800000000002,-2.41576,-0.98124,2.12534,1.75272
2004-02-19,5.78802,-3.9077,-2.2606,-0.88401,2.17571,1.53608
2004-02-20,5.82288,-3.94915,-2.18855,-0.86444,2.23919,1.7343
2004-02-23,5.79343,-3.91096,-2.19289,-1.10484,2.03797,1.95661
2004-02-24,5.75871,-3.84865,-3.14164,-0.57586,1.93758,1.99241
2004-02-25,5.9141,-3.70914,-3.48527,-4.82826,0.80997,2.38358
2004-02-26,5.93674,-3.89048,-0.80954,-1.79799,3.33126,1.01471
2004-02-27,5.72933,-3.82302,-2.69946,-0.98418,2.06636,1.66716
2004-03-01,5.85373,-4.0161,-1.84176,-0.82906,2.74437,1.12736
2004-03-02,5.74661,-3.82019,-2.07249,-1.21807,2.33294,1.18699
2004-03-03,5.7285,-3.84302,-2.20259,-1.12152,2.02736,1.98992
2004-03-04,5.73094,-3.84402,-2.30939,-0.77751,2.12097,1.73905
2004-03-05,5.80404,-4.38509,-1.98796,1.82782,2.54264,0.08594
2004-03-08,5.77812,-3.85686,-3.2355,-0.51865000000000006,2.29974,0.98584
2004-03-09,5.63202,-3.66971,-2.35069,-1.64015,2,1.85008
2004-03-10,5.60481,-3.63145,-2.34393,-1.65253,2,1.88688
2004-03-11,5.61528,-3.53843,-2.25393,-1.49318,2.44344,0.99215
2004-03-12,5.5896,-3.62311,-2.34449,-1.66677,2,1.90634
2004-03-15,5.82286,-3.70304,-1.13475,-1.82867,3.67568,1.19972
2004-03-16,5.87142,-3.7562,-2.03423,-1.54583,3.11551,0.79916
2004-03-17,5.82635,-3.72186,-1.16674,-1.83243,3.5427,1.12234
2004-03-18,5.82688,-3.75044,-1.30506,-1.75956,3.49493,0.95808
2004-03-19,5.64812,-3.76737,-2.75054,-0.8271,2.29089,1.44386
2004-03-22,5.86344,-3.79908,0.84923,-2.21447,5.42981,1.23444
2004-03-23,5.87164,-3.7842,0.79992,-1.91766,6.08637,1.00063
2004-03-24,5.70987,-3.61403,-3.04823,-1.22001,2.44829,0.78301
2004-03-25,5.60894,-3.76338,-4.38751,0.27564,1.91503,1e-4
2004-03-26,5.6574,-3.9086,-4.28392,1.0457,1.98669,0.05431
2004-03-29,5.75106,-4.30415,-3.43335,1.19049,2.21741,0.10862
2004-03-30,5.69539,-3.83708,-4.35129,1.61273,1.88213,1e-4
2004-03-31,5.68311,-3.83211,-2.37261,-1.60892,2,1.80615
2004-04-01,5.81841,-3.88282,0.0606,-2.07074,4.01792,1.33484
2004-04-02,5.74088,-4.03376,-3.19669,8.55744,2.28096,0.00885
2004-04-05,5.66557,-3.69448,-3.83959,1.01287,1.84088,1.5e-4
2004-04-06,5.83933,-3.75623,-2.20092,-1.15603,2.62275,0.66994
2004-04-07,5.84869,-3.79427,-1.84896,-1.26198,2.82878,0.78984
2004-04-08,5.85287,-3.78961,-1.79925,-1.27722,2.82629,0.81259
2004-04-13,5.76679,-3.97354,-3.28843,0.15427,1.9919,1e-4
2004-04-14,5.75419,-3.89527,-3.24062,0.30854,2.0138,2e-4
2004-04-15,5.77487,-3.92512,-1.58881,-1.21721,2.22655,1.95398
2004-04-16,5.70791,-3.84303,-1.011,-1.97,2.09323,1.82847
2004-04-19,5.8531,-3.85534,0.68623,-1.24213,5.10896,0.97172
2004-04-20,5.72927,-3.87828,-2.38715,-0.98817,1.88501,2.17063
2004-04-21,5.89725,-3.89039,0.73827,-1.2545,4.83442,0.91754
2004-04-22,5.75856,-3.89473,-2.36487,-0.81161,2.00096,2.11947
2004-04-23,5.71424,-3.83669,-1.01,-1.66007,2.30303,1.58318
2004-04-26,5.72813,-3.84704,-0.93337,-1.93158,2.0042,2.01346
2004-04-27,5.72529,-3.8538,-1.81245,-1.77571,1.66169,2.35911
2004-04-28,5.69896,-3.82597,-0.82824,-1.99449,2.03119,2.03024
2004-04-29,5.74066,-3.87913,-0.3547,-1.87066,2.30088,1.95875
2004-04-30,5.83044,-3.84808,1.40999,-0.85019,5.6143,0.68261
2004-05-03,5.90607,-3.9151,0.94352,-1.0934,5.05376,1.15193
2004-05-04,5.89067,-3.8873,0.69943,-1.13136,4.8089,1.26813
2004-05-05,5.71758,-3.79289,-2.03793,-1.0094,2.07484,1.90052
2004-05-06,5.9484,-3.94696,0.86813,-1.10874,5.05082,0.91804
2004-05-07,5.7906,-3.89104,-1.052,-1.19153,2.3635,1.96618
2004-05-10,5.81109,-3.93333,0.01734,-2,2.35154,2.39978
2004-05-11,5.79464,-3.91587,-0.87898,-0.72784,2.50484,1.49555
2004-05-12,5.82911,-3.9606,-0.02633,-2,2.34308,2.31172
2004-05-13,5.82566,-3.94255,-2.71352,0.75592,2.24586,2.50062
2004-05-14,5.83249,-3.92923,-1.18303,-0.38171,2.45062,1.46569
2004-05-17,5.76649,-3.86514,-1.54805,-1.18568,1.96295,2.11476
2004-05-18,5.78519,-3.89406,-1.2446,-0.83751,2.29942,1.65018
2004-05-19,5.8463,-3.94913,-2.6464,0.11609,2.09208,3.79412
2004-05-20,5.94971,-3.96791,-0.58072,-0.8371,3.081,0.95196
2004-05-21,6.11996,-4.15691,-3.03526,-2.23349,1.448,4.43507
2004-05-24,5.86086,-4.09439,-1.66527,-0.03818,2.35729,1e-4
2004-05-25,5.98321,-4.01996,-3.02237,-1.76968,1.38349,3.76317
2004-05-26,5.78979,-3.91568,-1.13377,-0.94304,2.23382,1.85813
2004-05-27,5.79883,-3.90945,-0.5137,-1.72041,2.25489,1.95979
2004-05-28,5.80367,-3.92001,-0.27928,-2,2.23132,2.13538
2004-05-31,5.8133,-3.90118,-0.19916,-2,2.24599,2.23815
2004-06-01,5.82197,-3.95695,-1.22203,-0.88575,2.21716,2.72929
2004-06-02,5.84178,-3.97789,-1.25164,-0.86405,2.21203,3.24096
2004-06-03,5.95293,-4.01613,-2.91259,-1.37262,1.43001,3.82827
2004-06-04,5.8814,-3.84646,-2.46007,-3.89134,0.85474000000000006,2.26407
2004-06-07,5.92141,-3.99652,-2.35949,-2.24579,1.2596,3.11753
2004-06-08,5.85614,-3.99691,-1.84022,-0.33196,2.14098,7.73523
2004-06-09,5.85377,-4.05634,-0.03731,0.09628,3.5855,3.4948
2004-06-10,5.8446,-3.85425,-2.17485,-3.59899,0.87815,2.28529
2004-06-11,5.78196,-3.954,0.35725,-0.63072,3.54744,1e-4
2004-06-14,5.74248,-3.88591,0.01164,1.18654,3.1271,0.00457
2004-06-15,5.75746,-3.89415,0.01035,1.21107,3.17799,0.00146
2004-06-16,5.77684,-3.93369,-3.17072,1.56458,2.29253,1.73523
2004-06-17,5.73312,-3.85806,0.83584,-0.28824,3.92792,1e-4
2004-06-18,5.71663,-3.84808,0.86639,0.08383,4.38859,1.40295
2004-06-21,5.73514,-3.87567,-0.25268,-0.12287,3.09755,1e-4
2004-06-22,5.79209,-3.9403,1.14104,0.21281,4.7871,2.21639
2004-06-23,5.77595,-3.91084,0.03319,0.00938,3.51782,1.97122
2004-06-24,5.85962,-3.9343,-2.16628,-1.79753,1.45803,3.66979
2004-06-25,5.77302,-3.92693,0.46115,-0.09093,4.06338,0.6583
2004-06-28,5.95523,-4.02697,-2.30551,-1.83189,1.53744,4.66575
2004-06-29,5.7677,-3.91618,0.18799,0.05124,3.73249,2.4829
2004-06-30,5.74875,-3.90253,0.14486,0.24775,3.77907,3.74085
2004-07-01,5.6635,-3.78239,-0.76782,-0.6089,2.37274,1.96893
2004-07-02,5.7282,-3.91334,0.0879,0.36239,3.55434,0.04186
2004-07-05,5.62397,-3.70043,-1.35597,-0.9776,2.02082,2.61385
2004-07-06,5.63642,-3.72113,-2.39203,-0.63513,1.69138,2.51218
2004-07-07,5.68519,-3.72729,-2.41605,-0.63716,1.80097,4.22096
2004-07-08,5.66883,-3.70953,-2.44004,-0.49888,1.87878,4.06068
2004-07-09,5.61476,-3.65914,-2.81823,0.16812,1.94242,3.18082
2004-07-12,5.63312,-3.67901,-2.73011,0.12256,2.0505,3.79785
2004-07-13,5.73212,-3.98206,0.07317,0.39426,3.58049,0.06267
2004-07-14,5.6896,-3.88395,-1.06729,1.27176,2.82141,1e-4
2004-07-15,5.74552,-4.02474,-0.76661,2.56139,3.01571,0.02895
2004-07-16,5.68436,-3.96782,-1.72909,4.53514,2.22318,0.01284
2004-07-19,5.67129,-3.7172,-2.42457,-0.64442,1.85538,3.96877
2004-07-20,5.67095,-3.71531,-2.43953,-0.61446,1.88775,3.97809
2004-07-21,5.77408,-3.96856,-0.80541,0.2132,3.03543,1e-4
2004-07-22,5.7697,-3.89135,-0.39448,0.11799,3.49004,0.47741
2004-07-23,5.68112,-3.92644,-0.43922,1.59273,3.07082,0.02365
2004-07-26,6.07544,-4.12508,-2.5752100000000002,-2.15388,1.58681,5.49735
2004-07-27,5.61955,-3.74925,2.48095,-2.31703,3.6052,3.45896
2004-07-28,5.91835,-4.02178,-1.91165,-2.10335,1.45485,4.39636
2004-07-29,5.65876,-3.78398,2.40058,-2.09508,3.70886,3.6246
2004-07-30,5.83807,-3.91431,-2.07165,-1.16126,1.86971,5.30721
2004-08-02,5.67335,-3.63275,-0.11087,-0.67645,3.74066,0.67729
2004-08-03,5.67617,-3.82492,-0.23723,0.02131,3.52488,1e-4
2004-08-04,5.6958,-3.72568,0.26847,-0.48434,4.18928,0.82016
2004-08-05,5.59645,-3.66787,-2.1237,-0.27709,2.06798,9.74241
2004-08-06,5.62026,-3.66655,-2.61762,-0.46453,1.97066,12.93202
2004-08-09,5.61909,-3.54019,-0.41232,-0.98816,3.66892,0.74738
2004-08-10,5.4768,-3.50904,-1.37389,-1.39532,2,2.04828
2004-08-11,5.49032,-3.52816,-1.31403,-1.24485,2.07085,1.99577
2004-08-12,5.48282,-3.51568,-1.21091,-1.36037,2.08417,1.98266
2004-08-13,5.46375,-3.49171,-1.35696,-1.44939,2,1.99285
2004-08-16,5.48173,-3.51171,-0.83867,-1.99671,2.02276,2.03258
2004-08-17,5.79536,-3.74761,-3.131,-2.19366,1.38609,4.17237
2004-08-18,5.61346,-3.58179,-2.45237,-2.681,1.23955,2.91641
2004-08-19,5.4923400000000004,-3.51277,-2.05773,-0.76529,1.97722,2.16167
2004-08-20,5.47402,-3.49271,-2.09487,-0.81899,1.96612,2.20469
2004-08-23,5.49764,-3.51252,-1.70373,-1.10098,1.97678,2.67893
2004-08-24,6.22046,-4.17491,-3.01125,-2.88931,1.62764,6.39083
2004-08-25,5.52823,-3.56811,-1.8402,-1.03489,1.89984,2.50248
2004-08-26,5.40974,-3.42546,-2.59273,0.1563,1.99199,3.28502
2004-08-27,5.58047,-3.52267,-2.63259,-2.51661,1.20391,3.04561
2004-08-30,5.75974,-3.71715,-3.019,-1.73352,1.52936,4.7127
2004-08-31,5.77352,-3.72363,-3.04393,-1.92452,1.48603,4.63942
2004-09-01,5.44229,-3.42024,-1.86562,-1.13344,1.96756,2.68731
2004-09-02,5.48568,-3.49613,-2.74832,0.03756,2.07685,1.12752
2004-09-03,5.75125,-3.77128,-2.19735,-0.70627,2.37935,9.73586
2004-09-06,5.5748,-3.62618,-1.71562,0.18927,2.59583,5.39243
2004-09-07,5.58008,-3.63658,-1.66916,0.045,2.56892,5.37075
2004-09-08,5.61788,-3.67604,-0.69057,-0.08034,3.13379,1.39371
2004-09-09,5.67016,-3.69074,-1.56815,-1.22725,2.16276,4.59874
2004-09-10,5.53309,-3.59636,-2,0.3343,2.5336,3.845
2004-09-13,5.45196,-3.48198,1.30897,-0.09851,5.66137,0.98072
2004-09-14,5.85823,-3.87449,-1.98626,-1.48046,2.17666,7.28124
2004-09-15,5.4596,-3.53042,-0.37788,-0.98812,2.70411,2.53479
2004-09-16,5.53894,-3.6148,0.65396,0.15057,4.82376,0.30996
2004-09-17,5.46113,-3.43441,-1.73722,-0.23701,2.59506,3.4755
2004-09-20,5.518,-3.53562,0.13311,-1.05831,3.45698,2.09821
2004-09-21,5.54722,-3.55992,-0.0625,-0.2809,4.01845,3.02274
2004-09-22,5.42953,-3.43251,-1.7167,-0.0625,2.57303,3.00637
2004-09-23,5.42122,-3.4162,-0.90565,-0.20523,3.33453,2.07581
2004-09-24,5.45245,-3.44291,-0.14746,-0.52027,3.88462,1.47757
2004-09-27,5.59288,-3.60856,0.3087,-0.10426,5.4465,0.0625
2004-09-28,5.30221,-3.32282,1.59784,-0.19206,6.0524,2.39298
2004-09-29,5.48103,-3.49118,-1.90469,0.20741,2.79327,3.08915
2004-09-30,5.49187,-3.72471,-0.90766,0.58853,3.20751,0.28123
2004-10-01,5.46264,-3.43689,-0.93028,-0.84805,2.70502,2.75717
2004-10-04,5.47499,-3.44713,-1.27304,-0.79096,2.49365,3.17606
2004-10-05,5.45858,-3.43891,-0.82136,-0.74773,2.75237,2.85534
2004-10-06,5.43015,-3.40416,-0.83249,-0.93933,2.66749,3.08066
2004-10-07,5.48991,-3.49998,4.34744,-4.52365,4.123,3.82182
2004-10-08,5.4814,-3.45434,-2.72008,0.22363,2.32783,4.12846
2004-10-11,5.6082,-3.57551,-2.38651,-1.05303,2.04547,4.98736
2004-10-12,5.41762,-3.36049,0.03804,-1.7209,3.04376,2.22135
2004-10-13,5.62744,-3.58313,-2.45117,-1.16445,2.04271,5.17464
2004-10-14,5.37315,-3.34,-1.39005,-1.67502,2,2.97192
2004-10-15,5.34047,-3.30353,-1.39663,-1.64954,2,2.92296
2004-10-18,5.39574,-3.37003,-1.35574,-1.80744,2,2.75333
2004-10-19,5.3971,-3.35784,-1.35597,-1.80819,2,2.75329
2004-10-20,5.40801,-3.36024,-1.71001,-1.05596,2.40269,2.17882
2004-10-21,5.38958,-3.33302,-1.0796,-2.27782,2.02974,2.58495
2004-10-22,5.38594,-3.33,-2.27011,-0.48353,2.3735,2.25018
2004-10-25,5.36832,-3.30749,-1.12824,-1.65892,2.44434,2.21221
2004-10-26,5.35304,-3.29533,-1.99449,-1.37688,2,2.69355
2004-10-27,5.38178,-3.30392,-1.1291,-1.66828,2.45278,2.18523
2004-10-28,5.38285,-3.33876,-1.37757,-1.7696,2,3.0158
2004-10-29,5.38325,-3.3198,-1.36406,-1.8193,2,2.87206
2004-11-01,5.38165,-3.29326,-2.26439,-0.97067,2.07454,2.53443
2004-11-02,5.36952,-3.29899,-1.37658,-1.74714,2,2.78195
2004-11-03,5.4056,-3.31981,-2.25304,-0.78897,2.12339,2.81089
2004-11-04,5.36113,-3.2571,-2.24928,-0.52776,2.35959,2.16693
2004-11-05,5.33997,-3.23117,-2.14464,-0.61069,2.38138,2.29271
2004-11-08,5.34588,-3.25679,-1.28581,-0.70941,2.65713,1.72411
2004-11-09,5.3264,-3.21936,-2.25893,-0.19812,2.39608,4.39273
2004-11-10,5.30056,-3.1701,-2.38159,-0.31819,2.3017,4.36173
2004-11-11,5.31209,-3.17592,-1.78852,-0.98261,2.36377,2.20914
2004-11-12,5.26392,-3.12265,-0.52464,-2.33619,2.39149,2.03969
2004-11-15,5.21872,-3.07118,-0.52645,-2.34333,2.3641,2.00284
2004-11-16,5.19058,-3.04061,-1.89032,-0.92958,2.39064,2.17105
2004-11-17,5.20118,-3.05633,-2.21813,-0.92605,2.15891,2.55665
2004-11-18,5.20351,-3.07095,-0.32918,-2,2.70967,2.04672
2004-11-19,5.20612,-3.08734,-1.94396,-1.18607,2,3.0662
2004-11-22,5.232,-3.09257,0.00637,-2.65073,2.37977,2.42521
2004-11-23,5.21213,-3.07327,3.045,-6.65555,1.73581,1.97424
2004-11-24,5.20196,-3.05107,-1.76981,-1.05666,2.42769,2.16844
2004-11-25,5.18169,-3.03172,-0.54449,-2.34023,2.40384,2.02486
2004-11-26,5.15064,-3.01494,-1.08888,-2.31857,1.92528,2.40903
2004-11-29,5.13506,-3.00313,-2.26239,-0.99263,2.0247,2.44856
2004-11-30,5.1856,-3.04943,-1.12549,-1.69934,2.3538,2.07723
2004-12-01,5.15034,-3.02123,-1.0895,-2.37899,1.89741,2.39755
2004-12-02,5.15974,-3.04099,-0.50048,-2.37227,2.38231,2.02486
2004-12-03,5.20186,-3.12049,-1.34788,-0.89125,2.56174,2.04516
2004-12-06,5.12151,-2.9931,-0.77394,-2.22037,2.32548,2.00108
2004-12-07,5.12866,-3.01856,-0.93037,-2.35518,2.16822,2.36211
2004-12-08,5.11978,-3.03401,-1.02315,-1.75725,2.52507,2.31187
2004-12-09,5.07454,-3.01735,-0.19462,-1.64438,3.27644,2.11102
2004-12-10,5.08457,-3.03305,-1.56358,-1.29906,2.33993,2.74422
2004-12-13,5.00987,-2.94788,0.04392,-1.85235,3.28377,2.23828
2004-12-14,5.03389,-2.9669,-1.98933,-1.19304,2.10407,2.80059
2004-12-15,4.90255,-2.83588,-1.43437,-1.69478,2,3.24608
2004-12-16,4.91623,-2.83853,-1.21361,-2.40378,1.72956,2.98341
2004-12-17,5.0723,-3.07551,2.09411,-2.1931,5.43497,4.29143
2004-12-20,4.93917,-2.86362,-1.9972,-0.7434,2.21574,4.36152
2004-12-21,4.89669,-2.84442,-1.91765,0.23819,2.92884,4.27947
2004-12-22,5.01149,-2.96197,-1.54144,-0.10261,3.19155,2.07536
2004-12-23,4.99751,-2.95138,-1.12898,-0.66882,2.97724,3.77894
2004-12-27,5.00263,-2.95484,-1.25533,-0.54793,3.08737,2.95774
2004-12-28,5.04551,-3.00598,-1.6157300000000001,0.1412,3.37441,3.77453
2004-12-29,5.38476,-3.37011,-1.60305,-0.96795,2.91273,8.78664
2004-12-30,5.17183,-3.17425,-0.89148,0.07498,3.92665,7.50765
2005-01-03,5.00032,-3.0168,-1.51972,-1.04054,2.0421,3.7253
2005-01-04,5.03641,-3.04397,0.89149,-0.12475,6.84197,1e-4
2005-01-05,4.96623,-2.94538,-2,0.58502,2.83288,4.16928
2005-01-06,4.77377,-2.77582,-1.03932,0.93528,3.58953,11.7398
2005-01-07,4.92648,-2.93001,-1.05298,-1.15322,2.38404,3.35051
2005-01-10,4.96241,-2.9537,-2.10962,0.45647,3.00175,3.27883
2005-01-11,4.90153,-2.90194,-1.09132,-1.07823,2.39706,3.57353
2005-01-12,4.98517,-2.95895,-2.15258,2.45597,5.80572,6.51782
2005-01-13,4.91554,-2.91635,-1.73258,-0.22708,2.48632,3.68716
2005-01-14,4.84073,-2.82203,-0.82249,-1.20256,2.58763,3.24127
2005-01-17,4.80081,-2.77579,-1.41941,-1.34898,1.94807,3.67681
2005-01-18,4.85258,-2.83889,-1.19193,-0.6777,2.71661,4.26403
2005-01-19,4.84519,-2.83519,-1.76289,-0.97218,2.09614,6.16348
2005-01-20,4.76692,-2.75023,-1.23425,-0.35467,2.83279,4.37216
2005-01-21,4.82694,-2.78413,0.0257,-0.97862,3.96265,2.91904
2005-01-24,4.77503,-2.73254,0.26473,-2.4461,2.34119,2.53497
2005-01-25,4.19285,-2.22972,3.4241,0.49212,10.65704,1e-4
2005-01-26,4.75662,-2.71671,-1.10456,-1.33132,2.19547,2.38267
2005-01-27,4.70129,-2.69546,-0.88964,-2.54571,1.2407300000000001,2.15592
2005-01-28,4.66829,-2.52485,-1.18318,-3.01732,1.08479,2.31615
2005-01-31,4.66161,-2.64591,-1.49144,-0.28912,2.40145,2.79729
2005-02-01,4.62984,-2.58828,-0.70454,-3.84572,0.84672,2.03577
2005-02-02,4.616,-2.5598,-0.96318,-3.41353,0.9058,2.12321
2005-02-03,4.52409,-2.48742,-0.3919,-1.23966,2.1597,2.19798
2005-02-04,4.57817,-2.51322,-1.17693,-0.40953,2.38933,2.8832
2005-02-07,4.45549,-2.42781,-1.00119,-2.22866,1.12358,2.49285
2005-02-08,4.46727,-2.47202,-0.86488,-0.61002,2.28811,3.35564
2005-02-09,4.33706,-2.2869,-1.15572,-3.08227,0.71312,1.83416
2005-02-10,4.36362,-2.38382,-0.30291,-3.4349,0.89025,1.87525
2005-02-11,4.42268,-2.40144,-0.15751,-1.26001,2.42325,1.87673
2005-02-14,4.52191,-2.4956,0.2379,-2.46203,1.92123,2.25815
2005-02-15,4.501,-2.49613,-1.77867,0.1599,2.22448,3.17121
2005-02-16,4.4382,-2.45086,2.32982,-2.0141,4.5006,3.75539
2005-02-17,4.48719,-2.50716,1.03864,-1.06514,3.88594,2.80196
2005-02-18,4.65316,-2.67297,-1.30758,-0.68836,1.9764,2.97996
2005-02-21,4.70658,-2.73566,-1.71542,0.21162,2.25411,3.087
2005-02-22,4.74544,-2.75121,-0.23325,-1.98641,1.87607,2.05793
2005-02-23,4.67381,-2.68758,-1.84302,1.06696,2.71478,4.68862
2005-02-24,4.8117,-2.80935,0.2563,-3.11847,1.50323,2.05944
2005-02-25,4.7787,-2.77912,-0.4401,-1.75727,1.85502,2.25362
2005-02-28,4.72956,-2.67385,-1.66561,-3.70258,0.58487,1.93996
2005-03-01,4.78983,-2.77937,-1.89708,-0.28181,1.88976,2.74392
2005-03-02,4.83895,-2.83312,-0.92117,-0.40859,2.60937,1.66329
2005-03-03,4.91679,-2.90944,-1.16177,-2.37304,1.28726,2.51549
2005-03-04,4.89364,-2.83812,-1.13262,-4.10882,0.74078,1.95766
2005-03-07,4.78349,-2.76616,-1.0532,-1.0507,2.15065,2.48262
2005-03-08,4.79494,-2.77792,-1.00083,-1.20367,2.12218,2.4845
2005-03-09,4.88372,-2.86319,-0.83186,-1.48499,2.10916,2.39524
2005-03-10,4.92229,-2.90238,-1.39759,-0.51699,2.28622,1.96259
2005-03-11,4.92673,-2.89597,-1.46639,-0.58083,2.27338,3.25049
2005-03-14,4.98153,-2.9518,-1.50052,-0.56592,2.27569,3.25097
2005-03-15,4.91976,-2.90261,-1.77526,-0.66925,1.96708,3.23635
2005-03-16,4.83312,-2.86365,-1.81856,0.328,2.46528,2.98147
2005-03-17,4.82215,-2.85472,-1.54782,-0.80192,1.82217,3.48457
2005-03-18,3.80916,-1.83018,0.92961,3.11199,8.84488,10.40721
2005-03-21,4.8333,-2.85716,-1.53307,-0.72818,1.7807,3.61418
2005-03-22,4.81165,-2.818,-0.63843,-0.55578,2.65415,2.68049
2005-03-23,4.74251,-2.71007,0.99777,-0.31638,5.26691,1e-4
2005-03-24,4.72405,-2.72172,0.55858,1.41756,4.41873,1e-4
2005-03-29,4.41662,-2.48165,2.65595,0.27319,7.6905,0.6638
2005-03-30,4.79154,-2.76382,-0.97671,0.67491,2.84769,0.01002
2005-03-31,4.25665,-2.25565,2.98773,-0.49003,8.41194,1e-4
2005-04-01,4.77839,-2.76257,-1.19102,-1.33631,1.82353,3.12227
2005-04-04,4.7405,-2.73022,-1.75214,0.26166,2.62968,2.98484
2005-04-05,4.79689,-2.79055,-0.34243,-0.62777,3.25913,2.56794
2005-04-06,4.84497,-2.80659,-1.54395,-0.6284,2.30763,2.31484
2005-04-07,4.87686,-2.86578,-1.61907,0.04377,2.84888,17.60601
2005-04-08,4.86787,-2.86574,0.03124,-1.20931,3.33064,2.88189
2005-04-11,4.85552,-2.83398,-0.49029,-2.07061,2.15667,2.47478
2005-04-12,4.8455,-2.82636,-0.23067,-1.27268,3.09936,2.62592
2005-04-13,4.83568,-2.81512,-1.16287,-0.8924,2.54302,2.54143
2005-04-14,4.77634,-2.80055,-0.53402,-2.63076,1.60819,2.43608
2005-04-15,4.84189,-2.58999,-1.95777,-0.66306,2.93196,0.42347
2005-04-18,4.79161,-2.71475,-1.89606,-1.20287,2.08813,3.88356
2005-04-19,4.79095,-2.75577,-1.69546,-0.41379,2.68832,1.82082
2005-04-20,4.77404,-2.69424,-2.15894,-1.05103,1.93904,4.00993
2005-04-21,4.77343,-2.68948,-2.23378,-1.36356,1.65947,4.39962
2005-04-22,4.81139,-2.73428,-1.76338,-0.39268,2.85259,0.71555
2005-04-25,4.74871,-2.6759,-2.20135,-1.2957,1.68165,4.25074
2005-04-26,4.71668,-2.64023,-2.21716,-1.16811,1.76827,4.3673
2005-04-27,4.68656,-2.60987,-2.23166,-1.05709,1.73182,4.3955
2005-04-28,4.67593,-2.72499,-2.20375,0.00394,2.48649,1e-4
2005-04-29,4.65655,-2.52321,-2.37224,-0.39434,2.39563,0.6208
2005-05-02,4.69022,-2.62741,-1.2563,-2.79399,1.3992,2.78304
2005-05-03,4.68566,-2.6291,-1.20384,-2.69743,1.48105,2.69958
2005-05-04,4.72094,-2.6594,-1.87804,-2.0067,1.55722,2.81843
2005-05-05,4.70967,-2.62538,-2.31318,-1.1985,1.81829,4.00067
2005-05-06,4.75818,-2.69291,-1.86625,-2.31166,1.45381,2.72465
2005-05-09,4.72181,-2.63378,-1.71323,-3.26805,0.96874,2.41111
2005-05-10,4.65428,-2.5806,-0.4731,-2.82059,1.74121,2.4123
2005-05-11,4.57568,-2.49379,-1.31243,-3.45365,0.98184,2.28396
2005-05-12,4.62519,-2.55403,-2.31563,-1.03001,1.86947,3.34144
2005-05-13,4.53421,-2.46989,-2.08353,-0.88043,2.03145,3.53605
2005-05-16,4.6022,-2.55749,-1.81262,-1.50575,1.72004,3.32813
2005-05-17,4.54775,-2.482,-1.82551,-1.08864,2.02607,3.36747
2005-05-18,4.5042,-2.43706,-1.97638,-0.87032,2.04941,3.46125
2005-05-19,4.48084,-2.45788,-0.63998,-1.45135,2.52087,2.74333
2005-05-20,4.52458,-2.46599,-1.81918,-0.38211,2.6223,1.58105
2005-05-23,4.47452,-2.45939,-1.00177,-1.65184,1.84538,2.74389
2005-05-24,4.41669,-2.36269,-3.4079,0.74009,2.03047,1.24672
2005-05-25,4.44393,-2.36792,-1.68496,-1.26637,1.99936,3.16724
2005-05-26,4.60782,-2.57478,-1.59889,-2.09798,1.58552,3.10123
2005-05-27,4.61068,-2.54232,-1.70332,-2.25231,1.50259,2.79113
2005-05-30,4.59775,-2.53805,-0.41178,-2.4881,2.1657,2.33345
2005-05-31,4.5561,-2.46637,-2.05793,-1.25413,1.94731,3.38578
2005-06-01,4.55938,-2.44522,-1.42349,-3.52544,1.08542,2.38889
2005-06-02,4.49017,-2.41953,-1.12744,-1.80363,2.33489,2.24168
2005-06-03,4.43328,-2.34563,-2.23107,-1.39763,1.65981,2.91833
